iter	RMSE
381	1.244083379
382	1.243903548
383	1.243706386
384	1.243432322
385	1.243265938
386	1.242978502
387	1.242814927
388	1.242581943
389	1.242333123
390	1.24210485
391	1.241885609
392	1.241567351
393	1.2412941
394	1.240902523
395	1.240588248
396	1.240321506
397	1.240087294
398	1.2399069
399	1.239711089
400	1.239396648
401	1.239166966
402	1.238955167
403	1.23869041
404	1.238527002
405	1.238382039
406	1.238133494
407	1.237957661
408	1.237791634
409	1.237645254
410	1.237405454
411	1.23713079
412	1.236939566
413	1.236757346
414	1.236455797
415	1.236135032
416	1.235865926
417	1.23567714
418	1.235447852
419	1.235076251
420	1.234919465
421	1.234736216
422	1.234460952
423	1.234322759
424	1.234121565
425	1.233946738
426	1.233750056
427	1.233625305
428	1.233386599
429	1.233223674
430	1.233008003
431	1.232817504
432	1.23267696
433	1.232353667
434	1.232127364
435	1.231998224
436	1.23181016
437	1.231647149
438	1.231569716
439	1.231354627
440	1.231013928
441	1.23081616
442	1.230651046
443	1.230376661
444	1.230134203
445	1.229984257
446	1.229782189
447	1.229653202
448	1.229461042
449	1.229295694
450	1.229090786
451	1.228878265
452	1.228767693
453	1.228617908
454	1.228452009
455	1.228212606
456	1.228044425
457	1.227798825
458	1.227644347
459	1.227469555
460	1.227387833
461	1.227293266
462	1.227029328
463	1.226807165
464	1.22665987
465	1.226507314
466	1.226383172
467	1.226228311
468	1.226035302
469	1.225784914
470	1.225550828
471	1.225396933
472	1.225232567
473	1.225146885
474	1.224861567
475	1.224725709
476	1.224493211
477	1.224303155
478	1.224111565
479	1.224001086
480	1.223838001
481	1.223520097
482	1.22339008
483	1.223206399
484	1.223045929
485	1.222862364
486	1.222568721
487	1.222432401
488	1.222291254
489	1.222190386
490	1.221920856
491	1.221813428
492	1.221697434
493	1.221537397
494	1.221353085
495	1.221251472
496	1.221155684
497	1.220960258
498	1.220814856
499	1.220617196
500	1.220496022
501	1.220336775
502	1.220236971
503	1.220036915
504	1.219773629
505	1.219548398
506	1.219250669
507	1.219142945
508	1.218989803
509	1.218809624
510	1.218552832
511	1.218454363
512	1.218297535
513	1.218183134
514	1.218052544
515	1.217920924
516	1.217813329
517	1.217594343
518	1.217404754
519	1.217150243
520	1.217040397
521	1.216687611
522	1.216570316
523	1.216406131
524	1.216261616
525	1.21608028
526	1.215945196
527	1.215752951
528	1.215604216
529	1.215413436
530	1.215271106
531	1.21509954
532	1.214909433
533	1.21469692
534	1.214592196
535	1.214399329
536	1.214192253
537	1.214043247
538	1.213954869
539	1.213812343
540	1.213689189
541	1.213457569
542	1.213232606
543	1.213001571
544	1.212847242
545	1.212676798
546	1.212561485
547	1.212454051
548	1.212271101
549	1.212119769
550	1.212002553
551	1.21189475
552	1.211751141
553	1.211586865
554	1.211438588
555	1.211254154
556	1.211142838
557	1.211074926
558	1.210871191
559	1.210725426
560	1.21059511
561	1.210408633
562	1.210239211
563	1.210062585
564	1.209949372
565	1.209780377
566	1.209546957
567	1.209518818
568	1.209357616
569	1.209275237
570	1.209103714
571	1.208803112
572	1.208698047
573	1.208595904
574	1.208516685
575	1.20829494
576	1.208143032
577	1.208046103
578	1.207899477
579	1.207602332
580	1.207360095
581	1.207195858
582	1.207053202
583	1.206894359
584	1.206769674
585	1.206437956
586	1.206303782
587	1.206189912
588	1.205948646
589	1.20585376
590	1.205460356
591	1.205205023
592	1.204985151
593	1.20484637
594	1.204592212
595	1.204463848
596	1.204317742
597	1.204216918
598	1.204062259
599	1.203885727
600	1.203792133
601	1.203675105
602	1.203424331
603	1.203283851
604	1.203208371
605	1.203021564
606	1.202743489
607	1.202460652
608	1.202281398
609	1.202154318
610	1.201970187
611	1.20176031
612	1.201594776
613	1.201465559
614	1.201408934
615	1.20127432
616	1.201152551
617	1.201032007
618	1.200834589
619	1.200602814
620	1.200511625
621	1.200348997
622	1.200168843
623	1.199994453
624	1.199713338
625	1.19954399
626	1.199385252
627	1.19919916
628	1.19896899
629	1.198806516
630	1.198679373
631	1.198598992
632	1.198369577
633	1.198209169
634	1.198011062
635	1.197865599
636	1.19774011
637	1.197636353
638	1.197548705
639	1.19735151
640	1.197250696
641	1.197125925
642	1.19693271
643	1.196672325
644	1.196525141
645	1.196463057
646	1.196355526
647	1.196141259
648	1.196111623
649	1.195932258
650	1.195783953
651	1.195652708
652	1.195468116
653	1.195367996
654	1.195287064
655	1.195030951
656	1.194880625
657	1.194732723
658	1.194622551
659	1.194484646
660	1.194303683
661	1.194156079
662	1.19404527
663	1.193825163
664	1.193635544
665	1.193384589
666	1.193263293
667	1.193170032
668	1.192965373
669	1.192716031
670	1.192506494
671	1.19218869
672	1.192050906
673	1.191820381
674	1.191653818
675	1.191410106
676	1.191243308
677	1.191153873
678	1.190941582
679	1.190845614
680	1.190699519
681	1.190574158
682	1.190504362
683	1.190380084
684	1.190276226
685	1.190180217
686	1.189961763
687	1.189835016
688	1.189702775
689	1.189548204
690	1.18948613
691	1.189403408
692	1.189196611
693	1.189008604
694	1.188847826
695	1.188755034
696	1.188682299
697	1.188577088
698	1.188495203
699	1.188370268
700	1.188161671
701	1.188087076
702	1.187962043
703	1.18783405
704	1.187752157
705	1.187631698
706	1.187480481
707	1.187359983
708	1.187099399
709	1.186899791
710	1.186694382
711	1.186594039
712	1.18648325
713	1.186331835
714	1.186079992
715	1.18597799
716	1.185865302
717	1.185660432
718	1.185466395
719	1.185238652
720	1.185112015
721	1.18503939
722	1.184848579
723	1.184623155
724	1.184477709
725	1.184295026
726	1.184161703
727	1.18386439
728	1.183698501
729	1.183427886
730	1.18313948
731	1.182983504
732	1.18277014
733	1.182683182
734	1.182574034
735	1.182412852
736	1.182249504
737	1.182046919
738	1.181886277
739	1.181703158
740	1.181566914
741	1.181312146
742	1.18106496
743	1.180931749
744	1.18075777
745	1.180591914
746	1.180351944
747	1.180132793
748	1.180084136
749	1.179954298
750	1.179793722
751	1.179621313
752	1.179421604
753	1.179202302
754	1.178929911
755	1.178733872
756	1.178646625
757	1.178454983
758	1.178234957
759	1.178018364
760	1.1777584
761	1.177595646
762	1.177425756
763	1.177287896
764	1.177074542
765	1.176811919
766	1.176557488
767	1.176340697
768	1.176203879
769	1.176036108
770	1.1759299
771	1.175863826
772	1.175661513
773	1.175549115
774	1.17540681
775	1.175314289
776	1.175096172
777	1.174985695
778	1.174846588
779	1.174790018
780	1.174648324
781	1.174401616
782	1.17422102
783	1.174086261
784	1.173949354
785	1.1737307
786	1.173578731
787	1.173418105
788	1.173298294
789	1.17324209
790	1.173106064
791	1.172955315
792	1.172788628
793	1.172686908
794	1.172547859
795	1.172413547
796	1.172203622
797	1.172049306
798	1.171961425
799	1.171720507
800	1.171533518
801	1.171434594
802	1.171150167
803	1.171012076
804	1.170867657
805	1.170757149
806	1.170596121
807	1.170475681
808	1.170200184
809	1.170009851
810	1.169901252
811	1.169810974
812	1.169627177
813	1.169569603
814	1.169461699
815	1.169235497
816	1.169107104
817	1.16892811
818	1.168732581
819	1.168515945
820	1.168348468
821	1.168212417
822	1.168033784
823	1.167785256
824	1.167545288
825	1.167431186
826	1.167341058
827	1.167124457
828	1.166920804
829	1.166714906
830	1.166538613
831	1.166338382
832	1.166141334
833	1.165961656
834	1.165880455
835	1.165678951
836	1.1655593
837	1.165379469
838	1.165231645
839	1.165065322
840	1.16494804
841	1.164840443
842	1.164723728
843	1.164527185
844	1.164438829
845	1.164274193
846	1.164072569
847	1.163935489
848	1.163845375
849	1.16365076
850	1.163528648
851	1.163365185
852	1.163283966
853	1.163066681
854	1.162869592
855	1.162662578
856	1.162460411
857	1.162184493
858	1.16197213
859	1.161839057
860	1.161669223
861	1.1614915
862	1.161394095
863	1.161251868
864	1.161082165
865	1.160968682
866	1.160863794
867	1.160726057
868	1.160624977
869	1.160456934
870	1.16036503
871	1.160305858
872	1.160209285
873	1.160038251
874	1.15990031
875	1.15959562
876	1.159432354
877	1.159278349
878	1.159206222
879	1.15907273
880	1.158875637
881	1.158693407
882	1.158509731
883	1.158369939
884	1.158135494
885	1.157950538
886	1.157769284
887	1.157692976
888	1.157535575
889	1.157365501
890	1.157250587
891	1.157009474
892	1.156924878
893	1.156837607
894	1.156712166
895	1.156579043
896	1.156432184
897	1.1562512
898	1.156074618
899	1.155998872
900	1.155838288
901	1.155611021
902	1.155484381
903	1.155348708
904	1.155218643
905	1.155123184
906	1.155019112
907	1.154879126
908	1.154674803
909	1.154575496
910	1.154481843
911	1.154421091
912	1.154263332
913	1.154121667
914	1.153877255
915	1.153662308
916	1.153569945
917	1.153480142
918	1.153360912
919	1.153235973
920	1.153176541
921	1.152978221
922	1.152871214
923	1.152709569
924	1.152607356
925	1.152412573
926	1.152246105
927	1.152089879
928	1.151947248
929	1.151810386
930	1.151625946
931	1.151519916
932	1.151425867
933	1.15122417
934	1.151114077
935	1.151030964
936	1.150845206
937	1.15071789
938	1.150570586
939	1.150445693
940	1.150221006
941	1.149988525
942	1.149850368
943	1.149712506
944	1.149608721
945	1.149451329
946	1.149277465
947	1.149120449
948	1.149035817
949	1.148879454
950	1.148696887
951	1.148501562
952	1.148416863
953	1.148312467
954	1.14810378
955	1.14788065
956	1.147755222
957	1.147692583
958	1.147480146
959	1.147367453
960	1.147242821
961	1.14716131
962	1.146880483
963	1.146663679
964	1.146507603
965	1.146403763
966	1.146242781
967	1.146064068
968	1.145939406
969	1.14578756
970	1.145636603
971	1.145507062
972	1.145409123
973	1.145314101
974	1.145252709
975	1.145045214
976	1.144945861
977	1.14468648
978	1.14460958
979	1.144436369
980	1.144343569
981	1.144191848
982	1.143974616
983	1.143900372
984	1.143806271
985	1.143678285
986	1.143569656
987	1.143484085
988	1.143341987
989	1.143214398
990	1.143118729
991	1.143046947
992	1.142857298
993	1.14275064
994	1.142661903
995	1.142486146
996	1.142328525
997	1.142060844
998	1.142005231
999	1.141797447
